客代,標籤分類1,標籤分類2,標籤名稱,標籤值
82,宗教商品,宗教風水偏好,有無宗教商品偏好,有
82,生活,生活用品偏好,有無生活用品偏好,有
82,美容,美容偏好,有無美容偏好,有
82,食品,食品偏好,有無食品偏好,有
82,食品,飲食習慣,是否曾買過素食,是
82,食品,飲食習慣,是否為素食者,是
82,寵物,寵物偏好,有無養寵物,無
83,基本類別,基本類別,性別,男
83,基本類別,基本類別,年齡區間,60-69
83,基本類別,基本類別,星座,天蠍座
83,基本類別,基本類別,居住縣市,台北市士林區
83,基本類別,基本類別,會員等級,B級會員
83,基本類別,基本類別,會員年資分組,20年以上-25年以下
83,基本類別,基本類別,職業,上班族
83,保健,保健功效,可推薦商品類別,加強心血管機能
83,保健,保健功效,可推薦商品類別,提升調節免疫力
83,保健,保健功效,可推薦商品類別,體重管理
83,保健,高健康意識,是否有高健康意識,是
83,保健,網路瀏覽行為,保健瀏覽,提升免疫
83,生活,生活用品偏好,有無生活用品偏好,有
83,美容,美容偏好,有無美容偏好,有
83,食品,食品偏好,有無食品偏好,有
83,寵物,寵物偏好,有無養寵物,無
84,基本類別,基本類別,性別,女
84,基本類別,基本類別,年齡區間,60-69
84,基本類別,基本類別,星座,處女座
84,基本類別,基本類別,居住縣市,桃園市中壢區
84,基本類別,基本類別,會員等級,A級會員
84,基本類別,基本類別,會員年資分組,15年以上-20年以下
84,基本類別,基本類別,職業,家庭主婦
84,保健,保健功效,可推薦商品類別,男仕精壯
84,保健,保健功效,可推薦商品類別,美容養顏
84,保健,保健功效,可推薦商品類別,強化靈活關節
84,保健,保健功效,可推薦商品類別,提升調節免疫力
84,保健,保健功效,可推薦商品類別,護肝/抗疲勞
84,保健,保健功效,可推薦商品類別,體重管理
84,保健,高健康意識,是否有高健康意識,是
84,宗教商品,宗教風水偏好,有無宗教商品偏好,有
84,旅遊,旅遊偏好,旅遊國家偏好,日韓
84,旅遊,旅遊偏好,有無旅遊偏好,有
84,生活,生活用品偏好,有無生活用品偏好,有
84,美容,美容偏好,有無美容偏好,有
84,食品,食品偏好,有無食品偏好,有
85,基本類別,基本類別,性別,女
85,基本類別,基本類別,年齡區間,70-79
85,基本類別,基本類別,星座,天蠍座
85,基本類別,基本類別,居住縣市,高雄市楠梓區
85,基本類別,基本類別,會員等級,A級會員
85,基本類別,基本類別,會員年資分組,15年以上-20年以下
85,保健,保健功效,可推薦商品類別,美容養顏
85,保健,保健功效,可推薦商品類別,強化靈活關節
85,保健,保健功效,可推薦商品類別,眼睛保健
85,保健,高健康意識,是否有高健康意識,是
85,宗教商品,宗教風水偏好,有無宗教商品偏好,有
85,旅遊,旅遊偏好,旅遊國家偏好,日韓
85,旅遊,旅遊偏好,有無旅遊偏好,有
85,生活,生活用品偏好,有無生活用品偏好,有
85,美容,美容偏好,有無美容偏好,有
85,美容,美容偏好,美妝保養類型偏好,護膚SPA
85,食品,食品偏好,有無食品偏好,有
85,寵物,寵物偏好,有無養寵物,無
86,基本類別,基本類別,性別,男
86,基本類別,基本類別,年齡區間,70-79
86,基本類別,基本類別,星座,處女座
86,基本類別,基本類別,居住縣市,台北市內湖區
86,基本類別,基本類別,會員等級,A級會員
86,基本類別,基本類別,會員年資分組,15年以上-20年以下
86,保健,保健功效,可推薦商品類別,加強心血管機能
86,保健,保健功效,可推薦商品類別,美容養顏
86,保健,保健功效,可推薦商品類別,強化靈活關節
86,保健,保健功效,可推薦商品類別,眼睛保健
86,保健,保健功效,可推薦商品類別,提升記憶力
86,保健,保健功效,可推薦商品類別,提升調節免疫力
86,保健,保健功效,可推薦商品類別,腎臟保養
86,保健,保健功效,可推薦商品類別,腸胃保健
86,保健,保健功效,可推薦商品類別,體重管理
86,保健,高健康意識,是否有高健康意識,是
86,生活,生活用品偏好,有無生活用品偏好,有
86,美容,美容偏好,有無美容偏好,有
86,美容,美容偏好,美妝保養類型偏好,護膚SPA
86,食品,食品偏好,有無食品偏好,有
86,寵物,寵物偏好,有無養寵物,無
87,基本類別,基本類別,性別,女
87,基本類別,基本類別,年齡區間,60-69
87,基本類別,基本類別,星座,處女座
87,基本類別,基本類別,居住縣市,高雄市左營區
87,基本類別,基本類別,會員等級,A級會員
87,基本類別,基本類別,會員年資分組,20年以上-25年以下
87,保健,保健功效,可推薦商品類別,加強心血管機能
87,保健,保健功效,可推薦商品類別,安神/幫助入睡
87,保健,保健功效,可推薦商品類別,美容養顏
87,保健,保健功效,可推薦商品類別,強化靈活關節
87,保健,保健功效,可推薦商品類別,提升記憶力
87,保健,保健功效,可推薦商品類別,提升調節免疫力
87,保健,保健功效,可推薦商品類別,體重管理
87,保健,高健康意識,是否有高健康意識,是
87,宗教商品,宗教風水偏好,有無宗教商品偏好,有
87,生活,生活用品偏好,有無生活用品偏好,有
87,美容,美容偏好,有無美容偏好,有
87,美容,美容偏好,美妝保養類型偏好,護膚SPA
87,食品,食品偏好,有無食品偏好,有
87,食品,飲食習慣,是否為素食者,是
88,基本類別,基本類別,性別,女
88,基本類別,基本類別,年齡區間,60-69
88,基本類別,基本類別,星座,白羊座
88,基本類別,基本類別,居住縣市,新北市新莊區
88,基本類別,基本類別,會員等級,A級會員
88,基本類別,基本類別,會員年資分組,20年以上-25年以下
88,保健,保健功效,可推薦商品類別,美容養顏
88,保健,保健功效,可推薦商品類別,眼睛保健
88,保健,保健功效,可推薦商品類別,提升調節免疫力
88,保健,高健康意識,是否有高健康意識,是
88,旅遊,旅遊偏好,旅遊國家偏好,日韓
88,旅遊,旅遊偏好,有無旅遊偏好,有
88,生活,生活用品偏好,有無生活用品偏好,有
88,美容,美容偏好,有無美容偏好,有
88,美容,美容偏好,美妝保養類型偏好,護膚SPA
88,食品,食品偏好,有無食品偏好,有
89,基本類別,基本類別,性別,女
89,基本類別,基本類別,年齡區間,50-59
89,基本類別,基本類別,星座,巨蟹座
89,基本類別,基本類別,居住縣市,新北市新莊區
89,基本類別,基本類別,會員等級,A級會員
89,基本類別,基本類別,會員年資分組,10年以上-15年以下
89,保健,保健功效,可推薦商品類別,加強心血管機能
89,保健,保健功效,可推薦商品類別,美容養顏
89,保健,保健功效,可推薦商品類別,強化靈活關節
89,保健,保健功效,可推薦商品類別,提升調節免疫力
89,保健,保健功效,可推薦商品類別,體重管理
89,保健,高健康意識,是否有高健康意識,是
89,旅遊,旅遊偏好,旅遊國家偏好,日韓
89,旅遊,旅遊偏好,旅遊國家偏好,台灣
89,旅遊,旅遊偏好,旅遊國家偏好,歐美
89,旅遊,旅遊偏好,有無旅遊偏好,有
89,生活,生活用品偏好,有無生活用品偏好,有
89,美容,美容偏好,有無美容偏好,有
89,美容,美容偏好,美妝保養類型偏好,護膚SPA
89,食品,食品偏好,有無食品偏好,有
90,基本類別,基本類別,性別,女
90,基本類別,基本類別,年齡區間,70-79
90,基本類別,基本類別,星座,白羊座
90,基本類別,基本類別,居住縣市,桃園市桃園區
90,基本類別,基本類別,會員等級,A級會員
90,基本類別,基本類別,會員年資分組,15年以上-20年以下
90,保健,保健功效,可推薦商品類別,加強心血管機能
90,保健,保健功效,可推薦商品類別,美容養顏
90,保健,保健功效,可推薦商品類別,強化靈活關節
90,保健,保健功效,可推薦商品類別,眼睛保健
90,保健,保健功效,可推薦商品類別,提升調節免疫力
90,保健,保健功效,可推薦商品類別,體重管理
90,旅遊,旅遊偏好,旅遊國家偏好,大陸
90,旅遊,旅遊偏好,旅遊國家偏好,日韓
90,旅遊,旅遊偏好,旅遊國家偏好,台灣
90,旅遊,旅遊偏好,旅遊國家偏好,紐澳
90,旅遊,旅遊偏好,旅遊國家偏好,歐美
90,旅遊,旅遊偏好,有無旅遊偏好,有
90,生活,生活用品偏好,有無生活用品偏好,有
90,美容,美容偏好,有無美容偏好,有
90,食品,食品偏好,有無食品偏好,有
90,食品,飲食習慣,是否為素食者,是
90,寵物,寵物偏好,有無養寵物,有
90,寵物,寵物偏好,寵物類型,貓
91,基本類別,基本類別,性別,女
91,基本類別,基本類別,年齡區間,80以上
91,基本類別,基本類別,星座,雙子座
91,基本類別,基本類別,居住縣市,台北市中山區
91,基本類別,基本類別,會員等級,A級會員
91,基本類別,基本類別,會員年資分組,15年以上-20年以下
91,保健,保健功效,可推薦商品類別,加強心血管機能
91,保健,保健功效,可推薦商品類別,美容養顏
91,保健,保健功效,可推薦商品類別,強化靈活關節
91,保健,保健功效,可推薦商品類別,眼睛保健
91,保健,保健功效,可推薦商品類別,提升調節免疫力
91,保健,保健功效,可推薦商品類別,體重管理
91,保健,高健康意識,是否有高健康意識,是
91,生活,生活用品偏好,有無生活用品偏好,有
91,美容,美容偏好,有無美容偏好,有
91,美容,美容偏好,美妝保養類型偏好,護膚SPA
91,食品,食品偏好,有無食品偏好,有
91,食品,飲食習慣,是否為素食者,是
91,寵物,寵物偏好,有無養寵物,無
92,基本類別,基本類別,性別,女
92,基本類別,基本類別,年齡區間,60-69
92,基本類別,基本類別,星座,水瓶座
92,基本類別,基本類別,居住縣市,桃園市桃園區
92,基本類別,基本類別,會員等級,A級會員
92,基本類別,基本類別,會員年資分組,15年以上-20年以下
92,保健,保健功效,可推薦商品類別,加強心血管機能
92,保健,保健功效,可推薦商品類別,美容養顏
92,保健,保健功效,可推薦商品類別,強化靈活關節
92,保健,保健功效,可推薦商品類別,體重管理
92,保健,高健康意識,是否有高健康意識,是
92,宗教商品,宗教風水偏好,有無宗教商品偏好,有
92,旅遊,旅遊偏好,旅遊國家偏好,大陸
92,旅遊,旅遊偏好,旅遊國家偏好,日韓
92,旅遊,旅遊偏好,旅遊國家偏好,紐澳
92,旅遊,旅遊偏好,旅遊國家偏好,歐美
92,旅遊,旅遊偏好,有無旅遊偏好,有
92,生活,生活用品偏好,有無生活用品偏好,有
92,美容,美容偏好,有無美容偏好,有
92,食品,食品偏好,有無食品偏好,有
92,寵物,寵物偏好,有無養寵物,無
93,基本類別,基本類別,性別,女
93,基本類別,基本類別,年齡區間,50-59
93,基本類別,基本類別,星座,雙子座
93,基本類別,基本類別,居住縣市,桃園市中壢區
93,基本類別,基本類別,會員等級,A級會員
93,基本類別,基本類別,會員年資分組,10年以上-15年以下
93,基本類別,基本類別,職業,上班族
93,保健,保健功效,可推薦商品類別,強化靈活關節
93,保健,保健功效,可推薦商品類別,提升調節免疫力
93,生活,生活用品偏好,有無生活用品偏好,有
93,美容,美容偏好,有無美容偏好,有
93,美容,美容偏好,美妝保養類型偏好,護膚SPA
93,食品,食品偏好,有無食品偏好,有
93,寵物,寵物偏好,有無養寵物,無
94,基本類別,基本類別,性別,女
94,基本類別,基本類別,年齡區間,60-69
94,基本類別,基本類別,星座,巨蟹座
94,基本類別,基本類別,居住縣市,新北市新莊區
94,基本類別,基本類別,會員等級,A級會員
94,基本類別,基本類別,會員年資分組,20年以上-25年以下
94,保健,保健功效,可推薦商品類別,美容養顏
94,保健,保健功效,可推薦商品類別,強化靈活關節
94,保健,保健功效,可推薦商品類別,眼睛保健
94,保健,保健功效,可推薦商品類別,提升調節免疫力
94,保健,保健功效,可推薦商品類別,體重管理
94,旅遊,旅遊偏好,旅遊國家偏好,歐美
94,旅遊,旅遊偏好,有無旅遊偏好,有
94,生活,生活用品偏好,有無生活用品偏好,有
94,美容,美容偏好,有無美容偏好,有
94,食品,食品偏好,有無食品偏好,有
94,寵物,寵物偏好,有無養寵物,有
94,寵物,寵物偏好,寵物類型,狗
95,基本類別,基本類別,性別,女
95,基本類別,基本類別,年齡區間,60-69
95,基本類別,基本類別,星座,天秤座
95,基本類別,基本類別,居住縣市,新北市永和區
95,基本類別,基本類別,會員等級,A級會員
95,基本類別,基本類別,會員年資分組,5年以上-10年以下
95,保健,保健功效,可推薦商品類別,加強心血管機能
95,保健,保健功效,可推薦商品類別,美容養顏
95,保健,保健功效,可推薦商品類別,強化靈活關節
95,保健,保健功效,可推薦商品類別,眼睛保健
95,保健,保健功效,可推薦商品類別,提升調節免疫力
95,保健,保健功效,可推薦商品類別,體重管理
95,保健,高健康意識,是否有高健康意識,是
95,旅遊,旅遊偏好,旅遊國家偏好,日韓
95,旅遊,旅遊偏好,旅遊國家偏好,台灣
95,旅遊,旅遊偏好,有無旅遊偏好,有
95,生活,生活用品偏好,有無生活用品偏好,有
95,美容,美容偏好,有無美容偏好,有
95,美容,美容偏好,美妝保養類型偏好,護膚SPA
95,食品,食品偏好,有無食品偏好,有
95,食品,飲食習慣,是否為素食者,是
96,基本類別,基本類別,性別,女
96,基本類別,基本類別,年齡區間,60-69
96,基本類別,基本類別,星座,摩羯座
96,基本類別,基本類別,居住縣市,台中市清水區
96,基本類別,基本類別,會員等級,A級會員
96,基本類別,基本類別,會員年資分組,5年以上-10年以下
96,基本類別,基本類別,職業,家庭主婦
96,保健,保健功效,可推薦商品類別,女性保養
96,保健,保健功效,可推薦商品類別,加強心血管機能
96,保健,保健功效,可推薦商品類別,美容養顏
96,保健,保健功效,可推薦商品類別,強化靈活關節
96,保健,保健功效,可推薦商品類別,眼睛保健
96,保健,保健功效,可推薦商品類別,提升調節免疫力
96,保健,保健功效,可推薦商品類別,腸胃保健
96,保健,保健功效,可推薦商品類別,護肝/抗疲勞
96,保健,保健功效,可推薦商品類別,體重管理
96,保健,高健康意識,是否有高健康意識,是
96,宗教商品,宗教風水偏好,有無宗教商品偏好,有
96,生活,生活用品偏好,有無生活用品偏好,有
96,美容,美容偏好,有無美容偏好,有
96,美容,美容偏好,美妝保養類型偏好,護膚SPA
96,食品,食品偏好,有無食品偏好,有
96,食品,飲食習慣,是否為素食者,是
97,基本類別,基本類別,性別,女
97,基本類別,基本類別,年齡區間,60-69
97,基本類別,基本類別,星座,雙子座
97,基本類別,基本類別,居住縣市,高雄市橋頭區
97,基本類別,基本類別,會員等級,A級會員
97,基本類別,基本類別,會員年資分組,5年以上-10年以下
97,基本類別,基本類別,職業,退休族
97,保健,保健功效,可推薦商品類別,美容養顏
97,保健,保健功效,可推薦商品類別,強化靈活關節
97,保健,保健功效,可推薦商品類別,眼睛保健
97,保健,保健功效,可推薦商品類別,提升調節免疫力
97,保健,保健功效,可推薦商品類別,腸胃保健
97,保健,保健功效,可推薦商品類別,護肝/抗疲勞
97,保健,高健康意識,是否有高健康意識,是
97,宗教商品,宗教風水偏好,有無宗教商品偏好,有
97,旅遊,旅遊偏好,旅遊國家偏好,台灣
97,旅遊,旅遊偏好,有無旅遊偏好,有
97,生活,生活用品偏好,有無生活用品偏好,有
97,美容,美容偏好,有無美容偏好,有
97,美容,美容偏好,美妝保養類型偏好,護膚SPA
97,食品,食品偏好,有無食品偏好,有
97,寵物,寵物偏好,有無養寵物,無
98,基本類別,基本類別,性別,女
98,基本類別,基本類別,年齡區間,60-69
98,基本類別,基本類別,星座,獅子座
98,基本類別,基本類別,居住縣市,新北市板橋區
98,基本類別,基本類別,會員等級,A級會員
98,基本類別,基本類別,會員年資分組,5年以上-10年以下
98,基本類別,基本類別,職業,家庭主婦
98,保健,保健功效,可推薦商品類別,加強心血管機能
98,保健,保健功效,可推薦商品類別,安神/幫助入睡
98,保健,保健功效,可推薦商品類別,血糖控制
98,保健,保健功效,可推薦商品類別,美容養顏
98,保健,保健功效,可推薦商品類別,強化靈活關節
98,保健,保健功效,可推薦商品類別,眼睛保健
98,保健,保健功效,可推薦商品類別,提升記憶力
98,保健,保健功效,可推薦商品類別,提升調節免疫力
98,保健,保健功效,可推薦商品類別,腎臟保養
98,保健,保健功效,可推薦商品類別,體重管理
98,保健,高健康意識,是否有高健康意識,是
98,旅遊,旅遊偏好,旅遊國家偏好,日韓
98,旅遊,旅遊偏好,有無旅遊偏好,有
98,生活,生活用品偏好,有無生活用品偏好,有
98,美容,美容偏好,有無美容偏好,有
98,食品,食品偏好,有無食品偏好,有
98,食品,飲食習慣,是否為素食者,是
98,寵物,寵物偏好,有無養寵物,有
98,寵物,寵物偏好,寵物類型,兩棲水族類
99,基本類別,基本類別,性別,女
99,基本類別,基本類別,年齡區間,60-69
99,基本類別,基本類別,星座,巨蟹座
99,基本類別,基本類別,居住縣市,高雄市鳥松區
99,基本類別,基本類別,會員等級,A級會員
99,基本類別,基本類別,會員年資分組,1年以上-5年以下
99,基本類別,基本類別,職業,退休族
99,保健,保健功效,可推薦商品類別,美容養顏
99,保健,保健功效,可推薦商品類別,強化靈活關節
99,保健,保健功效,可推薦商品類別,眼睛保健
99,保健,保健功效,可推薦商品類別,提升調節免疫力
99,保健,高健康意識,是否有高健康意識,是
99,生活,生活用品偏好,有無生活用品偏好,有
99,美容,美容偏好,有無美容偏好,有
99,美容,美容偏好,美妝保養類型偏好,護膚SPA
99,食品,食品偏好,有無食品偏好,有
99,食品,飲食習慣,是否為素食者,是
99,寵物,寵物偏好,有無養寵物,無
100,基本類別,基本類別,性別,女
100,基本類別,基本類別,年齡區間,70-79
100,基本類別,基本類別,星座,雙子座
100,基本類別,基本類別,居住縣市,高雄市三民區
100,基本類別,基本類別,會員等級,A級會員
100,基本類別,基本類別,會員年資分組,5年以上-10年以下
100,基本類別,基本類別,職業,退休族
100,保健,保健功效,可推薦商品類別,美容養顏
100,保健,保健功效,可推薦商品類別,強化靈活關節
100,保健,保健功效,可推薦商品類別,眼睛保健
100,保健,保健功效,可推薦商品類別,提升調節免疫力
100,保健,保健功效,可推薦商品類別,體重管理
100,保健,高健康意識,是否有高健康意識,是
100,宗教商品,宗教風水偏好,有無宗教商品偏好,有
100,生活,生活用品偏好,有無生活用品偏好,有
100,美容,美容偏好,有無美容偏好,有
100,美容,美容偏好,美妝保養類型偏好,護膚SPA
100,食品,食品偏好,有無食品偏好,有
100,食品,飲食習慣,是否曾買過素食,是
100,食品,飲食習慣,是否為素食者,是
100,寵物,寵物偏好,有無養寵物,無
